Settlement Name,Project Type,Project Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Infrastructure Level,Population Density,Growth Rate,Need New Infrastructure
Machakos,Electricity,In Progress,9,2022-01-11,2022-03-18,6000000,High,Medium,Rapid,0
Narok,Bridge,Completed,100,2019-12-07,2021-01-13,14000000,Low,Low,Rapid,0
Malindi,Water,Delayed,98,2022-02-28,2023-04-18,53000000,Low,Low,Stable,0
Naivasha,Water,Delayed,21,2021-12-17,2022-02-14,53000000,High,High,Slow,0
Embu,Road,Not Started,0,,,11000000,High,High,Stable,0
Naivasha,Hospital,Completed,100,2018-04-26,2018-10-16,47000000,Low,Low,Rapid,0
Machakos,School,Delayed,63,2022-05-28,2023-07-10,35000000,High,Low,Slow,0
Mandera,Hospital,Delayed,9,2022-10-19,2023-03-16,95000000,Low,High,Rapid,1
Kakamega,Market,In Progress,22,2022-11-05,2023-03-01,50000000,Medium,High,Slow,0
Narok,Water,Not Started,0,,,22000000,Low,Low,Rapid,0
Isiolo,Water,Completed,100,2020-01-21,2021-05-25,12000000,High,Medium,Slow,0
Voi,School,Not Started,0,,,21000000,High,Low,Stable,0
Mombasa,Water,Delayed,96,2022-01-31,2023-07-02,53000000,Low,Medium,Stable,0
Garissa,Hospital,In Progress,64,2022-03-08,2022-11-21,7000000,Medium,Medium,Rapid,0
Kitale,Market,In Progress,96,2022-09-18,2023-12-03,25000000,High,High,Stable,0
Garissa,Hospital,Not Started,0,,,84000000,High,High,Stable,0
Meru,Electricity,Not Started,0,,,57000000,High,Medium,Slow,0
Machakos,Hospital,Not Started,0,,,85000000,Low,Medium,Slow,0
Nairobi,School,Completed,100,2018-01-29,2019-05-06,57000000,Medium,Low,Slow,0
Narok,Water,Completed,100,2020-07-24,2021-02-18,14000000,Low,Medium,Stable,0
Lamu,School,In Progress,29,2021-05-31,2022-07-08,3000000,Low,Low,Slow,0
Machakos,Electricity,Not Started,0,,,49000000,Medium,High,Slow,0
Marsabit,Electricity,Delayed,85,2021-08-21,2023-04-21,80000000,Low,Low,Stable,0
Naivasha,Market,Completed,100,2019-01-15,2019-06-01,70000000,Low,Medium,Rapid,0
Eldoret,Hospital,Not Started,0,,,62000000,Low,Low,Rapid,0
Lodwar,School,Not Started,0,,,3000000,Low,High,Stable,0
Eldoret,Electricity,Not Started,0,,,17000000,High,Medium,Rapid,0
Narok,Road,In Progress,84,2021-06-25,2023-02-23,100000000,Low,Medium,Stable,0
Nairobi,Electricity,In Progress,39,2022-07-14,2023-05-12,49000000,High,Low,Slow,0
Kakamega,Road,Not Started,0,,,98000000,Medium,High,Stable,0
Machakos,Hospital,Delayed,98,2021-09-15,2021-10-31,48000000,Medium,High,Rapid,0
Wajir,Water,In Progress,49,2021-04-20,2021-12-15,73000000,Medium,Medium,Slow,0
Kisumu,Bridge,In Progress,61,2022-11-14,2023-05-31,41000000,Low,Medium,Rapid,0
Nakuru,Water,Delayed,38,2022-10-25,2024-01-17,81000000,Medium,Low,Rapid,0
Kisumu,Bridge,Not Started,0,,,63000000,Low,Low,Slow,0
Narok,Road,Completed,100,2018-01-04,2019-02-22,88000000,High,High,Stable,0
Mandera,Electricity,Completed,100,2018-10-16,2019-04-25,76000000,Medium,Medium,Rapid,0
Mandera,School,Delayed,83,2022-01-02,2023-03-08,99000000,Medium,Medium,Slow,0
Kakamega,Road,Delayed,77,2022-07-07,2022-08-15,52000000,Medium,Medium,Slow,0
Kakamega,Bridge,In Progress,6,2021-06-08,2022-10-04,4000000,Low,Low,Rapid,0
Embu,Road,In Progress,58,2021-06-21,2022-07-23,18000000,High,Medium,Rapid,0
Nyeri,Electricity,Completed,100,2019-06-17,2020-05-03,27000000,Low,Low,Stable,0
Lodwar,Market,Not Started,0,,,26000000,Low,Medium,Rapid,0
Eldoret,Electricity,Not Started,0,,,36000000,Medium,High,Rapid,0
Nyeri,Market,Not Started,0,,,24000000,Low,Medium,Slow,0
Eldoret,Market,Completed,100,2020-02-09,2020-06-03,55000000,Low,High,Slow,0
Meru,Hospital,Delayed,23,2021-11-19,2022-07-07,18000000,Low,High,Slow,0
Machakos,Road,In Progress,73,2022-07-23,2023-09-23,47000000,Low,Low,Rapid,0
Narok,Electricity,In Progress,60,2021-01-01,2021-04-02,53000000,Low,Low,Rapid,0
Nyeri,Road,Not Started,0,,,24000000,Low,High,Stable,0
Marsabit,Electricity,Delayed,88,2022-09-06,2023-04-29,3000000,Low,Low,Rapid,0
Wajir,Road,Completed,100,2020-10-10,2021-08-03,35000000,Low,Low,Rapid,0
Lamu,Water,Delayed,98,2022-12-09,2023-02-24,72000000,High,Low,Slow,0
Isiolo,Road,In Progress,11,2021-09-16,2023-08-16,23000000,Low,Low,Stable,0
Lamu,Market,Delayed,13,2022-02-18,2023-04-18,29000000,High,Low,Rapid,0
Meru,Road,Not Started,0,,,99000000,Medium,Medium,Rapid,0
Naivasha,Bridge,Delayed,63,2021-06-18,2022-03-29,94000000,High,High,Rapid,0
Marsabit,Market,In Progress,57,2022-07-08,2024-06-03,26000000,Medium,Low,Rapid,0
Kericho,Bridge,Delayed,65,2022-02-04,2023-10-28,24000000,Low,High,Slow,0
Kericho,Hospital,Not Started,0,,,63000000,Low,Medium,Rapid,0
Wajir,Electricity,Not Started,0,,,99000000,Medium,High,Rapid,0
Eldoret,Hospital,Delayed,86,2022-03-11,2023-03-15,48000000,Medium,Low,Stable,0
Lodwar,Bridge,Completed,100,2020-12-21,2022-04-26,49000000,High,Low,Rapid,0
Isiolo,School,In Progress,55,2021-10-02,2022-03-15,76000000,High,High,Rapid,0
Nairobi,Electricity,In Progress,4,2021-05-21,2021-12-03,71000000,Medium,Low,Slow,0
Wajir,Road,Completed,100,2019-03-16,2020-01-08,27000000,Low,High,Stable,0
Mandera,Bridge,In Progress,90,2021-07-27,2022-05-27,21000000,Low,Low,Rapid,0
Kitale,Hospital,Completed,100,2019-10-05,2020-02-05,61000000,Low,High,Rapid,0
Mandera,Electricity,Delayed,26,2022-10-25,2023-05-25,92000000,High,Medium,Rapid,0
Lodwar,Bridge,Completed,100,2019-03-23,2020-01-27,89000000,Medium,Low,Rapid,0
Kakamega,Hospital,Completed,100,2018-09-09,2019-04-13,30000000,High,Low,Stable,0
Eldoret,Road,Not Started,0,,,28000000,High,Low,Slow,0
Meru,Road,Not Started,0,,,58000000,High,Low,Stable,0
Mombasa,Road,In Progress,4,2021-01-03,2021-08-17,39000000,High,High,Rapid,0
Mombasa,Electricity,Not Started,0,,,66000000,Low,Medium,Slow,0
Nyeri,Hospital,Delayed,42,2022-02-18,2022-12-05,59000000,High,High,Slow,0
Lodwar,Bridge,Not Started,0,,,98000000,Medium,High,Slow,0
Marsabit,Bridge,In Progress,29,2021-08-03,2022-01-07,62000000,Medium,High,Slow,0
Narok,School,Not Started,0,,,94000000,Low,Medium,Stable,0
Malindi,Bridge,Not Started,0,,,82000000,High,Medium,Slow,0
Meru,Market,Delayed,34,2021-07-31,2022-07-29,97000000,Medium,Medium,Rapid,0
Narok,School,Not Started,0,,,29000000,High,Medium,Stable,0
Nairobi,Hospital,Delayed,59,2021-08-25,2023-03-29,77000000,Medium,Low,Rapid,0
Mandera,Water,Completed,100,2020-07-19,2020-12-24,83000000,High,Low,Stable,0
Mombasa,Bridge,Not Started,0,,,34000000,High,Medium,Stable,0
Narok,Hospital,Completed,100,2018-11-30,2019-07-12,22000000,High,Low,Rapid,0
Mombasa,Electricity,In Progress,98,2021-08-15,2023-02-15,91000000,High,Low,Slow,0
Kitale,School,Not Started,0,,,61000000,Medium,High,Rapid,0
Malindi,Bridge,Not Started,0,,,4000000,Medium,Low,Slow,0
Mombasa,Electricity,Not Started,0,,,72000000,Low,Low,Rapid,0
Kericho,School,In Progress,95,2021-12-16,2023-08-09,81000000,Medium,Low,Slow,0
Embu,Water,In Progress,64,2021-10-11,2023-02-08,50000000,Medium,High,Slow,0
Nairobi,Hospital,Completed,100,2019-02-09,2019-05-26,47000000,Low,Medium,Slow,0
Machakos,School,In Progress,86,2022-11-30,2024-06-09,11000000,High,Low,Stable,0
Mandera,Electricity,Delayed,63,2022-09-03,2024-04-02,47000000,High,High,Slow,0
Isiolo,Hospital,Delayed,22,2021-04-02,2021-11-14,72000000,Low,Medium,Stable,0
Wajir,School,In Progress,79,2021-01-18,2021-07-25,69000000,High,Medium,Slow,0
Voi,Hospital,Not Started,0,,,77000000,Low,Medium,Stable,0
Nyeri,Electricity,In Progress,94,2021-06-14,2023-03-24,59000000,Low,Low,Slow,0
Garissa,Market,In Progress,35,2021-05-11,2023-03-12,58000000,Medium,High,Stable,0
Mandera,School,In Progress,4,2022-01-21,2022-10-08,100000000,Low,Medium,Rapid,0
Meru,Market,Not Started,0,,,58000000,Medium,Medium,Slow,0
Naivasha,Road,Delayed,90,2022-05-09,2022-12-11,44000000,Low,Medium,Rapid,0
Kitale,Hospital,In Progress,17,2021-07-15,2021-12-12,60000000,Low,Low,Stable,0
Lodwar,Market,Delayed,90,2021-01-16,2021-10-22,89000000,Medium,Low,Rapid,0
Lamu,Road,Completed,100,2020-02-02,2020-08-14,9000000,High,Low,Slow,0
Narok,Water,Completed,100,2020-05-24,2021-04-15,94000000,High,Low,Slow,0
Nairobi,Water,Not Started,0,,,38000000,High,Low,Stable,0
Kitale,Bridge,Completed,100,2020-06-22,2021-05-03,23000000,High,Low,Stable,0
Malindi,Road,Delayed,7,2021-12-16,2023-05-29,57000000,Low,Medium,Stable,0
Lodwar,Road,Not Started,0,,,60000000,Medium,Low,Stable,0
Nairobi,School,Completed,100,2018-07-11,2019-04-04,95000000,Low,High,Rapid,0
Wajir,Bridge,Completed,100,2018-10-16,2019-03-26,57000000,Medium,Medium,Stable,0
Kitale,Market,In Progress,1,2021-11-15,2023-07-29,19000000,High,Medium,Stable,0
Isiolo,School,In Progress,98,2022-05-05,2022-08-02,83000000,Low,Low,Slow,0
Thika,School,Delayed,41,2021-06-15,2022-04-10,36000000,Medium,Low,Rapid,0
Lodwar,Market,Delayed,53,2022-10-21,2024-05-08,14000000,Low,Medium,Slow,0
Narok,School,Not Started,0,,,15000000,Low,Low,Stable,0
Narok,Water,In Progress,78,2021-06-02,2022-02-25,28000000,Low,Low,Rapid,0
Lodwar,Electricity,Delayed,22,2022-01-15,2023-10-18,13000000,High,Low,Slow,0
Mombasa,Bridge,Not Started,0,,,37000000,Low,High,Rapid,1
Kisumu,Road,Delayed,97,2022-08-30,2024-01-30,68000000,Medium,Medium,Rapid,0
Kericho,Bridge,Completed,100,2018-11-18,2019-05-16,39000000,Low,Low,Slow,0
Embu,School,Not Started,0,,,9000000,Low,Medium,Slow,0
Kericho,Market,Completed,100,2020-06-16,2021-05-06,85000000,Low,Low,Rapid,0
Marsabit,Electricity,Not Started,0,,,56000000,Low,Medium,Slow,0
Mandera,Water,In Progress,73,2021-09-09,2023-04-06,52000000,Low,High,Stable,0
Nairobi,Electricity,Completed,100,2019-08-20,2020-11-01,2000000,Medium,Medium,Stable,0
Wajir,Road,Completed,100,2019-09-20,2021-01-11,83000000,Low,Low,Rapid,0
Machakos,School,Delayed,76,2021-07-21,2023-02-09,42000000,Medium,Low,Slow,0
Meru,Road,Not Started,0,,,55000000,High,High,Slow,0
Mombasa,Bridge,In Progress,31,2021-07-21,2022-12-15,86000000,Medium,Medium,Stable,0
Eldoret,Water,Not Started,0,,,22000000,High,Low,Rapid,0
Kisumu,Road,Completed,100,2018-11-19,2019-04-19,38000000,High,High,Stable,0
Marsabit,Electricity,Delayed,42,2021-05-13,2021-06-30,2000000,Low,Medium,Stable,0
Mandera,School,Delayed,95,2022-07-05,2023-02-28,71000000,Low,Low,Rapid,0
Narok,Road,Completed,100,2020-12-08,2022-03-16,88000000,Low,Low,Rapid,0
Lamu,Bridge,Completed,100,2019-08-05,2020-03-08,85000000,High,High,Rapid,0
Kitale,School,In Progress,80,2022-09-03,2024-07-29,65000000,High,High,Stable,0
Isiolo,Market,Completed,100,2019-05-11,2020-01-13,1000000,High,High,Rapid,0
Machakos,Water,Delayed,85,2022-02-18,2022-05-15,49000000,Medium,Medium,Rapid,0
Mandera,Electricity,Delayed,86,2022-12-08,2024-01-23,79000000,High,Low,Rapid,0
Narok,Road,Completed,100,2018-10-23,2019-12-13,6000000,High,Low,Stable,0
Mandera,Water,Completed,100,2019-02-16,2020-01-28,57000000,High,Medium,Stable,0
Lodwar,Water,Not Started,0,,,93000000,Low,High,Rapid,1
Voi,Water,In Progress,5,2022-07-11,2024-03-15,98000000,High,High,Slow,0
Mandera,Road,Delayed,9,2021-04-12,2021-11-20,43000000,Medium,Medium,Stable,0
Isiolo,Bridge,Not Started,0,,,82000000,Medium,Low,Stable,0
Machakos,Market,Completed,100,2018-02-28,2019-06-02,39000000,Medium,Medium,Rapid,0
Meru,Bridge,Completed,100,2019-09-02,2020-11-02,92000000,High,Medium,Slow,0
Mombasa,School,Delayed,95,2022-01-10,2023-07-20,28000000,Low,High,Slow,0
Embu,Hospital,Delayed,40,2022-03-21,2023-11-17,66000000,High,Low,Rapid,0
Lamu,Electricity,Delayed,8,2022-10-05,2023-08-19,40000000,Low,Low,Slow,0
Lamu,Water,Delayed,20,2022-02-19,2022-08-12,84000000,Low,High,Rapid,1
Embu,Electricity,Not Started,0,,,32000000,High,Medium,Slow,0
Wajir,School,Not Started,0,,,26000000,High,Low,Stable,0
Voi,School,In Progress,54,2022-09-04,2023-08-17,23000000,Low,Medium,Slow,0
Kisumu,Hospital,Completed,100,2019-12-18,2020-08-31,87000000,Low,Low,Rapid,0
Nyeri,Road,In Progress,52,2021-08-15,2022-11-16,95000000,Medium,Low,Stable,0
Marsabit,Water,Delayed,22,2022-09-09,2022-11-28,36000000,Low,Low,Slow,0
Kericho,Bridge,Completed,100,2018-04-13,2019-05-12,68000000,High,High,Slow,0
Mombasa,Road,Delayed,25,2022-11-15,2023-10-19,23000000,Medium,Low,Stable,0
Nakuru,Bridge,Not Started,0,,,62000000,High,High,Slow,0
Marsabit,Market,Completed,100,2018-07-22,2019-01-02,97000000,Low,High,Stable,0
Meru,Market,Delayed,92,2021-03-09,2021-11-02,43000000,Low,Medium,Rapid,0
Wajir,Road,Not Started,0,,,13000000,Medium,High,Slow,0
Mandera,Market,Delayed,40,2022-08-26,2024-01-10,91000000,Low,Medium,Stable,0
Lamu,Bridge,In Progress,50,2022-08-14,2024-01-17,51000000,Low,Medium,Stable,0
Garissa,Water,Delayed,21,2022-12-26,2024-06-06,76000000,High,Medium,Rapid,0
Marsabit,Water,Not Started,0,,,10000000,Low,Low,Rapid,0
Thika,School,In Progress,11,2022-03-03,2023-10-07,18000000,Low,Low,Stable,0
Naivasha,Road,Completed,100,2019-07-25,2020-05-16,24000000,Medium,Low,Rapid,0
Lamu,Hospital,In Progress,94,2021-05-14,2022-11-06,72000000,High,High,Rapid,0
Embu,Electricity,Not Started,0,,,62000000,Low,Low,Rapid,0
Wajir,Bridge,In Progress,62,2021-06-16,2022-03-18,3000000,High,High,Stable,0
Narok,Hospital,In Progress,10,2021-08-03,2022-05-07,23000000,Low,Low,Stable,0
Nyeri,Bridge,Delayed,4,2021-11-07,2022-10-24,45000000,Low,High,Rapid,1
Thika,Bridge,Not Started,0,,,45000000,Medium,Low,Rapid,0
Lamu,Electricity,Delayed,13,2021-03-28,2021-10-28,92000000,High,Low,Stable,0
Eldoret,Hospital,Completed,100,2018-11-13,2019-10-12,91000000,Low,Medium,Slow,0
Kericho,Hospital,Not Started,0,,,21000000,Low,High,Rapid,1
Naivasha,School,Completed,100,2019-08-09,2020-12-07,4000000,Medium,Medium,Rapid,0
Mandera,Hospital,Completed,100,2019-02-28,2019-06-18,97000000,Low,High,Stable,0
Wajir,School,Not Started,0,,,44000000,Medium,Medium,Slow,0
Nakuru,Electricity,In Progress,35,2022-07-07,2022-12-01,84000000,High,Medium,Slow,0
Garissa,Electricity,In Progress,68,2022-12-01,2023-08-13,42000000,Low,High,Rapid,0
Nakuru,Water,Not Started,0,,,30000000,High,Low,Rapid,0
Kericho,Market,Delayed,33,2022-02-05,2023-05-29,87000000,High,High,Rapid,0
Garissa,Road,Delayed,56,2022-03-05,2023-06-11,16000000,Low,Low,Slow,0
Nakuru,Bridge,Not Started,0,,,78000000,Low,Low,Rapid,0
Marsabit,Hospital,Not Started,0,,,45000000,High,Low,Stable,0
Nairobi,Bridge,Completed,100,2018-07-01,2019-07-04,1000000,Low,Medium,Slow,0
Naivasha,School,Delayed,67,2022-05-21,2022-12-21,23000000,Medium,High,Slow,0
Mandera,Market,Delayed,61,2021-12-08,2023-02-06,43000000,Medium,Medium,Stable,0
Mandera,Water,Completed,100,2020-07-25,2021-10-25,86000000,Low,Medium,Rapid,0
Kitale,Market,Completed,100,2019-04-03,2020-04-20,84000000,Medium,Medium,Stable,0
Kisumu,Electricity,In Progress,88,2021-01-13,2021-07-30,98000000,Low,Low,Slow,0
Garissa,School,Delayed,66,2021-08-22,2023-06-25,54000000,Low,Medium,Stable,0
Mombasa,Bridge,Delayed,78,2022-06-21,2024-02-10,70000000,Low,Low,Stable,0
Wajir,Market,Not Started,0,,,92000000,Low,High,Slow,0
Marsabit,Market,Completed,100,2019-05-30,2020-10-07,91000000,High,High,Stable,0
Thika,Bridge,Completed,100,2020-05-09,2021-06-19,97000000,High,High,Rapid,0
Garissa,Market,Delayed,45,2022-07-06,2023-01-28,89000000,Medium,Low,Rapid,0
Kakamega,Electricity,Completed,100,2020-09-04,2021-08-06,87000000,Medium,Low,Rapid,0
Naivasha,School,Delayed,44,2021-07-06,2022-10-27,47000000,Low,Low,Rapid,0
Mombasa,Electricity,Completed,100,2019-10-18,2020-03-10,6000000,High,High,Stable,0
Thika,Road,Not Started,0,,,91000000,Medium,Low,Slow,0
Isiolo,Hospital,Delayed,86,2022-11-11,2023-04-10,64000000,Medium,Low,Rapid,0
Embu,Electricity,In Progress,54,2021-09-12,2022-10-31,82000000,Medium,Low,Slow,0
Mombasa,Hospital,In Progress,84,2021-11-19,2023-07-18,68000000,High,Low,Slow,0
Marsabit,Bridge,Delayed,47,2021-07-06,2023-04-03,26000000,Medium,Low,Slow,0
Eldoret,Bridge,In Progress,36,2022-08-01,2024-03-20,53000000,Medium,Low,Slow,0
Voi,Hospital,Completed,100,2020-11-21,2021-07-06,69000000,High,Low,Rapid,0
Voi,Water,Not Started,0,,,86000000,High,Low,Stable,0
Nairobi,Water,In Progress,57,2021-05-03,2023-01-05,41000000,Medium,Medium,Slow,0
Voi,Water,In Progress,90,2021-07-23,2022-05-27,30000000,Medium,Medium,Rapid,0
Embu,Road,Not Started,0,,,42000000,Low,Low,Stable,0
Marsabit,Market,Not Started,0,,,85000000,High,High,Stable,0
Kakamega,Market,Delayed,11,2022-06-24,2024-03-26,71000000,High,Medium,Rapid,0
Naivasha,Hospital,Completed,100,2020-01-31,2021-02-16,69000000,High,High,Rapid,0
Wajir,Electricity,Completed,100,2019-01-10,2020-04-16,60000000,Low,Low,Stable,0
Kisumu,Road,Delayed,97,2022-12-06,2023-06-29,90000000,Medium,High,Slow,0
Lamu,Water,Delayed,42,2021-05-05,2023-01-21,11000000,High,Low,Rapid,0
Marsabit,Market,Not Started,0,,,62000000,Medium,High,Stable,0
Naivasha,Road,In Progress,86,2022-08-08,2023-10-21,37000000,Medium,High,Slow,0
Marsabit,Market,Not Started,0,,,39000000,Medium,Low,Slow,0
Embu,Hospital,In Progress,4,2021-03-27,2021-08-06,21000000,High,Medium,Slow,0
Nyeri,Road,Completed,100,2020-08-14,2021-11-19,22000000,Low,Low,Stable,0
Voi,Electricity,Delayed,85,2022-12-01,2023-03-09,63000000,High,Medium,Slow,0
Nairobi,Electricity,Delayed,65,2021-05-21,2021-11-29,41000000,High,High,Stable,0
Lamu,School,Not Started,0,,,11000000,High,Low,Stable,0
Voi,Bridge,Delayed,41,2021-03-25,2022-06-30,1000000,Low,Low,Stable,0
Garissa,Bridge,Completed,100,2019-10-01,2020-03-03,52000000,Medium,Low,Stable,0
Wajir,Bridge,Delayed,9,2022-05-16,2022-10-26,69000000,High,Low,Rapid,0
Lamu,Electricity,Not Started,0,,,16000000,Low,High,Rapid,1
Meru,School,Delayed,57,2022-11-30,2023-01-14,4000000,High,Medium,Rapid,0
Meru,Hospital,Completed,100,2019-09-09,2020-12-07,38000000,High,Medium,Slow,0
Lamu,School,Completed,100,2020-11-16,2022-03-26,21000000,Low,Medium,Rapid,0
Lodwar,Electricity,Completed,100,2020-08-19,2021-09-28,27000000,Low,Medium,Slow,0
Mombasa,Road,In Progress,50,2021-05-19,2022-04-17,26000000,Medium,High,Slow,0
Mombasa,School,In Progress,65,2021-03-01,2022-01-09,57000000,Low,Low,Stable,0
Kakamega,Water,Delayed,14,2022-03-06,2024-01-26,55000000,Medium,Low,Rapid,0
Kakamega,Electricity,Not Started,0,,,49000000,Medium,High,Stable,0
Kakamega,Hospital,Not Started,0,,,69000000,High,High,Rapid,0
Wajir,Hospital,Completed,100,2018-12-31,2019-06-03,83000000,Low,Medium,Slow,0
Kericho,School,Completed,100,2018-04-22,2019-03-18,58000000,Medium,Medium,Stable,0
Isiolo,Hospital,Completed,100,2019-11-04,2020-03-05,14000000,High,High,Rapid,0
Mandera,Water,Delayed,36,2022-08-04,2023-08-15,60000000,Low,High,Rapid,1
Nairobi,School,Delayed,23,2021-09-01,2023-05-29,39000000,Low,Low,Stable,0
Malindi,School,Delayed,97,2022-01-25,2022-11-09,8000000,High,High,Rapid,0
Nairobi,School,Not Started,0,,,12000000,Low,High,Slow,0
Wajir,School,Completed,100,2018-10-28,2020-02-05,5000000,Low,High,Rapid,0
Lodwar,School,Completed,100,2019-09-24,2020-05-17,5000000,High,High,Stable,0
Narok,Bridge,In Progress,47,2022-08-26,2023-02-12,32000000,Medium,Medium,Stable,0
Nyeri,Water,Not Started,0,,,12000000,High,Medium,Slow,0
Kisumu,School,Completed,100,2020-12-04,2022-02-26,96000000,High,Low,Stable,0
Narok,Hospital,Delayed,11,2022-12-29,2024-09-10,15000000,Medium,Low,Stable,0
Eldoret,Bridge,Not Started,0,,,10000000,Low,Low,Stable,0
Nairobi,Market,In Progress,10,2021-04-29,2023-03-09,71000000,Medium,High,Slow,0
Thika,Road,Completed,100,2018-04-24,2019-02-10,37000000,Medium,Low,Rapid,0
Malindi,Water,Delayed,41,2022-07-17,2023-02-08,60000000,Low,Medium,Stable,0
Kericho,Market,Not Started,0,,,85000000,Medium,Medium,Rapid,0
Isiolo,Market,Completed,100,2020-09-15,2021-08-09,64000000,Medium,Low,Stable,0
Kakamega,Bridge,Not Started,0,,,13000000,High,Low,Rapid,0
Thika,Water,Delayed,33,2021-03-24,2021-11-07,44000000,High,Medium,Slow,0
Lodwar,Electricity,In Progress,33,2022-03-22,2022-05-09,86000000,Medium,Medium,Slow,0
Kitale,Road,Completed,100,2019-10-14,2020-12-01,11000000,Low,Low,Slow,0
Marsabit,Hospital,In Progress,56,2021-05-24,2022-09-19,84000000,High,Medium,Stable,0
Voi,Electricity,Not Started,0,,,17000000,Low,Medium,Rapid,0
Thika,Hospital,In Progress,29,2022-09-08,2022-12-29,24000000,Low,Medium,Slow,0
Narok,School,Completed,100,2020-08-03,2020-12-05,80000000,Medium,Low,Rapid,0
Embu,Electricity,Completed,100,2018-10-15,2020-02-14,57000000,High,Medium,Rapid,0
Narok,Water,Delayed,75,2021-02-02,2022-10-05,53000000,Medium,High,Stable,0
Machakos,Water,In Progress,55,2022-04-23,2022-10-22,48000000,High,Medium,Stable,0
Isiolo,Water,Delayed,40,2022-05-26,2023-04-01,24000000,Low,High,Stable,0
Marsabit,Hospital,Delayed,15,2021-11-06,2022-07-10,87000000,Low,Low,Slow,0
Kisumu,Road,Completed,100,2018-03-02,2019-04-17,29000000,Medium,High,Rapid,0
Meru,Electricity,Not Started,0,,,57000000,Low,Low,Rapid,0
Narok,Electricity,In Progress,34,2022-07-15,2023-01-15,63000000,High,Medium,Stable,0
Kitale,Electricity,Delayed,43,2022-10-08,2024-05-25,92000000,Medium,Medium,Stable,0
Naivasha,School,Not Started,0,,,85000000,High,Medium,Rapid,0
Lamu,Water,Delayed,93,2021-01-02,2021-12-26,47000000,High,Medium,Stable,0
Garissa,Hospital,Not Started,0,,,90000000,Medium,Low,Rapid,0
Narok,Market,Completed,100,2020-08-23,2021-11-25,61000000,High,Low,Slow,0
Nairobi,Hospital,In Progress,83,2022-09-24,2023-03-06,28000000,High,High,Rapid,0
Voi,School,Completed,100,2018-12-15,2020-01-16,64000000,Medium,High,Slow,0
Nairobi,Market,In Progress,48,2022-06-10,2023-11-17,58000000,Medium,Medium,Slow,0
Voi,Water,Completed,100,2018-03-29,2018-10-24,41000000,Medium,Low,Stable,0
Eldoret,Road,Completed,100,2018-05-16,2018-09-21,84000000,High,Medium,Slow,0
Malindi,Hospital,In Progress,44,2021-05-28,2022-11-05,79000000,Medium,Medium,Rapid,0
Voi,Hospital,In Progress,60,2021-09-23,2022-08-24,95000000,Medium,Low,Stable,0
Narok,Electricity,Completed,100,2020-06-30,2020-10-26,30000000,Medium,Medium,Stable,0
Malindi,Market,Delayed,33,2021-04-27,2021-05-30,73000000,High,Medium,Rapid,0
Machakos,School,Completed,100,2020-08-07,2021-04-14,49000000,Medium,Medium,Stable,0
Eldoret,Market,Delayed,12,2021-02-22,2022-11-23,88000000,High,Medium,Slow,0
Lodwar,Water,Completed,100,2020-05-03,2021-05-21,38000000,Medium,Low,Slow,0
Marsabit,Market,In Progress,41,2021-04-02,2023-01-24,100000000,Low,Low,Slow,0
Kericho,Electricity,Completed,100,2020-01-18,2020-07-29,23000000,High,High,Rapid,0
Wajir,Electricity,In Progress,96,2022-08-04,2024-01-28,20000000,Medium,Low,Rapid,0
Machakos,Electricity,Not Started,0,,,31000000,High,Low,Slow,0
Nakuru,School,In Progress,28,2022-02-03,2023-07-25,69000000,Medium,Medium,Stable,0
Nairobi,Electricity,Completed,100,2018-06-24,2019-06-03,50000000,Low,Medium,Rapid,0
Kisumu,Bridge,Delayed,79,2022-01-08,2022-06-23,92000000,Medium,Low,Slow,0
Nakuru,Water,Delayed,89,2022-05-05,2023-11-16,8000000,Low,Medium,Stable,0
Narok,Market,In Progress,45,2021-01-24,2022-04-01,16000000,Low,Medium,Rapid,0
Nairobi,Water,Delayed,66,2022-04-20,2023-01-03,72000000,High,Medium,Stable,0
Embu,School,Not Started,0,,,10000000,Medium,Low,Stable,0
Lodwar,Road,Completed,100,2018-03-08,2019-05-07,15000000,Medium,Medium,Stable,0
Marsabit,Hospital,Completed,100,2020-12-02,2021-05-19,66000000,Medium,Medium,Stable,0
Kericho,Electricity,In Progress,16,2021-02-13,2022-02-06,37000000,Low,High,Rapid,1
Voi,School,Delayed,10,2022-03-20,2022-11-30,88000000,Medium,Low,Rapid,0
Narok,Road,Delayed,8,2022-12-14,2023-10-12,35000000,Medium,Medium,Rapid,0
Lodwar,Market,Completed,100,2020-05-12,2021-06-17,41000000,Low,Low,Slow,0
Machakos,Bridge,Delayed,1,2021-12-24,2022-03-30,98000000,Low,High,Slow,0
Mandera,Road,Not Started,0,,,13000000,Medium,Low,Rapid,0
Kisumu,Market,In Progress,83,2022-12-06,2024-01-03,58000000,Medium,Low,Slow,0
Eldoret,School,Not Started,0,,,33000000,High,High,Stable,0
Kericho,Hospital,In Progress,19,2021-09-30,2022-01-30,96000000,High,Medium,Slow,0
Nyeri,Road,In Progress,73,2022-03-18,2023-05-24,55000000,Low,Medium,Rapid,0
Nyeri,Electricity,Completed,100,2019-06-07,2019-09-22,39000000,High,Low,Stable,0
Kericho,Electricity,Delayed,40,2022-03-28,2022-10-05,48000000,High,Medium,Rapid,0
Garissa,Road,Completed,100,2018-07-07,2019-10-19,58000000,High,High,Stable,0
