Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Mombasa,Renewable Energy,Completed,100,2018-11-24,2019-09-21,1313125.7916273624,N/A,69397,USAID,Urban
Migori,Renewable Energy,Completed,100,2021-12-20,2022-09-11,34180.291191182885,N/A,3595,ActionAid,Semi-Rural
Nairobi,Renewable Energy,Completed,100,2020-12-25,2021-02-23,180513.79122295984,N/A,10007,Oxfam,Urban
Marsabit,Water Supply,Completed,100,2021-06-19,2022-03-23,270462.30354966864,N/A,55590,AMREF,Semi-Rural
Homa Bay,Community Center,Completed,100,2020-04-22,2020-07-05,285683.3540923734,N/A,46814,Red Cross,Rural
Lamu,School Construction,Completed,100,2018-12-26,2019-08-17,264354.0095329932,N/A,66461,Oxfam,Rural
Nandi,Water Supply,Completed,100,2018-11-08,2019-04-29,193137.82472992173,N/A,28255,UNICEF,Rural
Kilifi,School Construction,Completed,100,2021-01-03,2021-06-15,198777.200837376,N/A,55463,Red Cross,Rural
Kakamega,Renewable Energy,Completed,100,2019-08-07,2020-01-11,42160.27638310049,N/A,13324,World Vision,Rural
Trans Nzoia,Community Center,Completed,100,2020-11-25,2021-08-19,799741.0479712194,N/A,80591,Red Cross,Semi-Rural
Garissa,Agriculture,Completed,100,2020-12-24,2021-09-14,151658.0627322376,N/A,24854,World Bank,Rural
Eldoret,Renewable Energy,Completed,100,2021-10-24,2021-12-29,521563.3741328008,N/A,59204,CARE,Semi-Rural
Samburu,Water Supply,Completed,100,2020-03-31,2020-11-18,900528.3765627933,N/A,94733,CARE,Rural
Siaya,Renewable Energy,Ongoing,22,2020-01-18,,515568.9399659198,N/A,82456,UNICEF,Rural
Naivasha,Renewable Energy,Completed,100,2021-12-24,2022-03-10,195757.31391682875,N/A,19683,USAID,Semi-Urban
Embu,Road Construction,Completed,100,2020-01-01,2020-05-20,395338.56160963007,N/A,66440,World Vision,Rural
Lamu,Community Center,Completed,100,2020-12-27,2021-08-04,543718.6081366583,N/A,80142,Save the Children,Rural
Kisumu,Road Construction,Completed,100,2019-01-16,2019-02-26,504682.7866186828,N/A,39512,USAID,Urban
Marsabit,Agriculture,Completed,100,2019-10-16,2020-06-10,852928.3460436013,N/A,89521,UNICEF,Rural
Lamu,Agriculture,Completed,100,2021-12-09,2022-06-23,63922.908306531324,N/A,11494,Save the Children,Semi-Rural
Kilifi,School Construction,Completed,100,2020-06-19,2020-11-27,30542.024678821694,N/A,4552,Red Cross,Rural
Lamu,Agriculture,Completed,100,2020-01-26,2020-08-17,91304.71762599201,N/A,32002,Red Cross,Rural
Busia,School Construction,Completed,100,2019-01-11,2019-05-09,540481.5797942702,N/A,76107,CARE,Semi-Rural
Kisii,Health Clinic,Completed,100,2018-08-09,2018-10-03,129764.30230590793,N/A,18511,AMREF,Semi-Rural
Laikipia,Sanitation,Completed,100,2021-09-26,2021-10-31,562495.354769432,N/A,97685,World Bank,Rural
Kericho,Sanitation,Completed,100,2020-01-04,2020-09-17,445137.2171317442,N/A,73181,ActionAid,Semi-Rural
Tana River,Sanitation,Completed,100,2019-08-07,2019-12-31,95208.92924650018,N/A,18379,ActionAid,Semi-Rural
Eldoret,Road Construction,Completed,100,2020-10-17,2021-01-16,66166.7329321985,N/A,25596,Save the Children,Semi-Rural
Kilifi,Renewable Energy,Completed,100,2018-10-17,2018-12-30,37406.12848883048,N/A,8811,World Bank,Semi-Rural
Garissa,Community Center,Completed,100,2021-07-08,2021-12-11,67297.45052197736,N/A,9463,Save the Children,Rural
Marsabit,Sanitation,Completed,100,2021-09-05,2021-11-15,182589.04475722066,N/A,52446,Red Cross,Rural
Uasin Gishu,Road Construction,Ongoing,47,2020-10-05,,713126.7561320168,N/A,83863,ActionAid,Semi-Rural
Embu,Renewable Energy,Completed,100,2021-01-18,2021-07-05,153408.1461597396,N/A,64611,Save the Children,Rural
Thika,Sanitation,Completed,100,2020-11-27,2021-01-17,355078.41100046196,N/A,29527,CARE,Semi-Urban
Narok,Sanitation,Completed,100,2021-02-04,2021-03-29,96165.03208327625,N/A,9871,CARE,Rural
Mandera,Health Clinic,Completed,100,2018-08-10,2019-02-08,20577.4715336368,N/A,2381,Save the Children,Semi-Rural
Busia,Water Supply,Completed,100,2018-12-01,2019-08-17,199678.72157420893,N/A,49743,ActionAid,Semi-Rural
Elgeyo Marakwet,Health Clinic,Completed,100,2020-04-05,2020-07-29,597156.279167879,N/A,79377,AMREF,Semi-Rural
Turkana,Health Clinic,Completed,100,2019-05-01,2020-04-08,295930.96747872134,N/A,52672,CARE,Semi-Rural
Kilifi,Renewable Energy,Completed,100,2020-04-10,2020-08-11,493820.19039721985,N/A,56733,CARE,Rural
Embu,Agriculture,Completed,100,2019-07-23,2020-02-14,90526.47902139756,N/A,11468,AMREF,Semi-Rural
Busia,Water Supply,Completed,100,2021-03-27,2021-10-09,438849.4195408119,N/A,54324,CARE,Rural
Eldoret,School Construction,Completed,100,2019-03-25,2019-08-07,207652.30481908927,N/A,31888,World Bank,Semi-Rural
Turkana,School Construction,Completed,100,2018-07-22,2019-01-30,48939.314479696026,N/A,20553,Red Cross,Rural
Meru,Sanitation,Completed,100,2020-08-28,2021-04-26,140250.71919789133,N/A,49901,World Vision,Semi-Rural
Narok,Agriculture,Completed,100,2018-08-23,2019-04-08,432731.4589625896,N/A,62453,ActionAid,Semi-Rural
Malindi,Community Center,Completed,100,2021-07-28,2021-10-09,1170709.355699627,N/A,88090,Oxfam,Semi-Urban
Nyeri,Road Construction,Completed,100,2018-03-19,2018-10-23,374991.4783781776,N/A,45324,Oxfam,Rural
Thika,Water Supply,Completed,100,2021-01-22,2022-01-10,339900.51005094533,N/A,36486,Save the Children,Semi-Urban
Marsabit,Community Center,Completed,100,2020-12-01,2021-11-21,640100.3943849097,N/A,75630,Red Cross,Semi-Rural
Migori,Water Supply,Completed,100,2018-03-29,2018-07-18,136920.86860576266,N/A,16931,CARE,Rural
Garissa,Renewable Energy,Completed,100,2019-03-29,2020-02-25,267927.95046871057,N/A,44831,USAID,Rural
Tana River,School Construction,Completed,100,2018-07-31,2019-07-28,303847.28204355564,N/A,53653,ActionAid,Semi-Rural
Naivasha,Agriculture,Completed,100,2019-06-07,2019-07-31,396045.8388791361,N/A,37540,World Bank,Semi-Urban
Isiolo,Water Supply,Completed,100,2021-09-15,2022-04-12,537966.1350320115,N/A,57425,Red Cross,Rural
Kisumu,Renewable Energy,Completed,100,2018-10-05,2019-05-12,379288.0383235859,N/A,20184,World Bank,Urban
Lamu,Agriculture,Completed,100,2018-08-06,2019-06-30,115100.3939458953,N/A,35546,Oxfam,Rural
Isiolo,School Construction,Completed,100,2019-03-31,2019-09-11,51056.80392165212,N/A,15577,UNICEF,Rural
Kiambu,Community Center,Completed,100,2020-07-12,2021-01-21,110161.03099720716,N/A,51390,AMREF,Semi-Rural
Isiolo,Community Center,Completed,100,2021-07-17,2022-06-29,76432.44825154943,N/A,14488,Oxfam,Semi-Rural
Tana River,Renewable Energy,Completed,100,2019-11-14,2019-12-19,152741.28827042232,N/A,51920,Oxfam,Rural
Samburu,School Construction,Completed,100,2018-12-03,2019-08-20,72222.30119000225,N/A,25126,Red Cross,Semi-Rural
Uasin Gishu,Community Center,Ongoing,25,2021-07-21,,228128.54572895102,N/A,27887,Save the Children,Rural
Taita Taveta,Water Supply,Completed,100,2019-03-25,2020-03-05,158162.18182320704,N/A,31083,USAID,Semi-Rural
Migori,Road Construction,Completed,100,2018-06-15,2018-09-25,562011.27429957,N/A,64727,CARE,Rural
Kisii,Water Supply,Completed,100,2021-12-05,2022-03-13,524455.6446680741,N/A,60043,Save the Children,Rural
Siaya,Renewable Energy,Completed,100,2021-06-21,2021-11-16,277466.2759134505,N/A,33864,World Bank,Semi-Rural
Laikipia,Agriculture,Completed,100,2019-10-24,2020-03-22,541871.586044852,N/A,62601,UNICEF,Rural
Laikipia,Renewable Energy,Completed,100,2020-05-15,2020-12-07,235454.2030015089,N/A,37029,ActionAid,Semi-Rural
Thika,Health Clinic,Completed,100,2019-08-09,2019-10-29,682244.0499583092,N/A,62053,Red Cross,Semi-Urban
Wajir,Renewable Energy,Completed,100,2019-08-30,2020-05-23,388105.4663522749,N/A,95250,ActionAid,Rural
Lamu,Renewable Energy,Completed,100,2021-10-29,2022-04-08,360272.5076447611,N/A,64891,CARE,Rural
Marsabit,Water Supply,Completed,100,2020-09-19,2021-04-26,139052.91590623467,N/A,23500,World Bank,Semi-Rural
Bomet,Agriculture,Completed,100,2019-05-28,2020-05-13,531102.2629216957,N/A,58170,ActionAid,Rural
Kisii,Agriculture,Completed,100,2018-10-12,2019-07-13,756466.266039708,N/A,79382,UNICEF,Rural
Kericho,Community Center,Completed,100,2021-05-30,2022-05-24,317977.2407440425,N/A,61118,CARE,Rural
Garissa,Agriculture,Completed,100,2021-12-14,2022-03-23,780996.1456099326,N/A,88968,CARE,Rural
Kakamega,Water Supply,Completed,100,2020-07-26,2021-01-18,322051.76735172194,N/A,33964,World Vision,Semi-Rural
Naivasha,Health Clinic,Completed,100,2021-06-30,2022-05-10,484693.4047183664,N/A,56701,CARE,Semi-Urban
Malindi,Renewable Energy,Completed,100,2018-09-18,2019-03-11,494888.2006527259,N/A,42543,World Bank,Semi-Urban
Kisii,Agriculture,Completed,100,2019-03-14,2019-09-20,176728.26252745034,N/A,32757,CARE,Rural
Kiambu,Renewable Energy,Completed,100,2020-10-03,2021-05-07,283884.28848212375,N/A,95364,Save the Children,Semi-Rural
Mandera,Health Clinic,Completed,100,2021-07-03,2022-06-06,433673.8060183615,N/A,48984,Save the Children,Semi-Rural
Isiolo,Community Center,Completed,100,2021-07-22,2022-03-05,477880.4577319111,N/A,69096,Red Cross,Semi-Rural
Eldoret,Water Supply,Completed,100,2021-11-07,2022-07-05,610625.639985086,N/A,93238,Save the Children,Rural
Samburu,Agriculture,Completed,100,2021-01-28,2021-08-10,668135.1925022996,N/A,91117,UNICEF,Rural
Garissa,Water Supply,Completed,100,2021-02-20,2021-10-14,299140.4266768807,N/A,39910,World Bank,Rural
Nairobi,Water Supply,Completed,100,2021-05-10,2021-09-18,323992.8849229507,N/A,28135,CARE,Urban
Kitale,Agriculture,Ongoing,16,2019-08-08,,499380.71331019135,N/A,63113,ActionAid,Semi-Urban
Bungoma,Health Clinic,Completed,100,2019-12-26,2020-06-17,74627.74176976166,N/A,15250,USAID,Rural
Kitale,Agriculture,Completed,100,2018-08-23,2019-01-06,604797.7297137607,N/A,41109,USAID,Semi-Urban
Kakamega,School Construction,Completed,100,2018-01-24,2018-11-10,582515.767854688,N/A,95536,UNICEF,Rural
Nakuru,Health Clinic,Completed,100,2019-09-24,2020-09-08,452749.94559885695,N/A,56159,World Vision,Rural
Naivasha,Sanitation,Completed,100,2020-08-03,2021-04-04,276053.28816371714,N/A,52376,World Bank,Semi-Urban
Bomet,Health Clinic,Completed,100,2018-11-22,2019-01-25,35244.990929564956,N/A,16350,CARE,Semi-Rural
Machakos,School Construction,Ongoing,88,2021-10-16,,89622.65836361173,N/A,12682,CARE,Semi-Rural
Mombasa,Agriculture,Completed,100,2018-09-17,2019-08-25,585407.1559650947,N/A,30340,AMREF,Urban
Taita Taveta,Water Supply,Ongoing,45,2018-11-24,,19119.04359686353,N/A,2533,Red Cross,Rural
Wajir,Renewable Energy,Completed,100,2020-10-14,2021-02-04,311173.3573527047,N/A,38522,USAID,Rural
Garissa,Community Center,Completed,100,2019-06-03,2020-05-04,835761.1612670192,N/A,95846,USAID,Semi-Rural
Nyeri,Sanitation,Completed,100,2021-06-28,2022-01-13,52135.537082311675,N/A,21706,Oxfam,Semi-Rural
Meru,School Construction,Completed,100,2020-10-05,2021-01-17,297512.78430473886,N/A,84689,World Bank,Semi-Rural
Lamu,Sanitation,Completed,100,2018-05-25,2018-06-28,132288.83752255913,N/A,25714,UNICEF,Rural
Nakuru,Community Center,Completed,100,2021-04-01,2021-12-22,282406.0464178592,N/A,33714,ActionAid,Semi-Rural
Narok,Road Construction,Completed,100,2019-10-23,2020-10-16,817344.0067081897,N/A,84988,Red Cross,Semi-Rural
Lamu,Community Center,Completed,100,2019-06-01,2019-12-28,43645.02555761425,N/A,16929,USAID,Semi-Rural
Laikipia,Water Supply,Completed,100,2020-05-15,2021-04-17,38518.99520967782,N/A,7276,Save the Children,Semi-Rural
West Pokot,Water Supply,Completed,100,2018-07-29,2018-09-01,122114.85323129209,N/A,30011,CARE,Rural
Thika,Water Supply,Completed,100,2019-09-24,2020-02-15,936140.944892382,N/A,97017,Red Cross,Semi-Urban
Kiambu,School Construction,Completed,100,2018-04-09,2018-12-27,384340.7007964254,N/A,52039,Red Cross,Rural
Eldoret,Renewable Energy,Completed,100,2020-02-12,2020-09-03,668208.3649839555,N/A,96989,USAID,Semi-Rural
Kwale,Sanitation,Completed,100,2019-03-22,2019-06-03,518366.66883186926,N/A,70138,ActionAid,Semi-Rural
Kisumu,Road Construction,Completed,100,2021-04-05,2021-09-16,406123.4960639059,N/A,30232,AMREF,Urban
Kitale,Water Supply,Completed,100,2018-12-20,2019-05-06,445233.784636208,N/A,35574,AMREF,Semi-Urban
Wajir,Health Clinic,Completed,100,2020-02-01,2020-05-17,85202.06361999316,N/A,9421,UNICEF,Semi-Rural
Kericho,Agriculture,Completed,100,2021-03-04,2022-01-08,116964.32286744515,N/A,16775,World Vision,Semi-Rural
Kwale,Road Construction,Completed,100,2018-11-02,2019-06-03,707870.5787682225,N/A,82314,Save the Children,Semi-Rural
Nairobi,Agriculture,Completed,100,2020-04-15,2020-06-04,704319.0268358317,N/A,38656,AMREF,Urban
Samburu,Sanitation,Completed,100,2018-01-04,2018-02-25,760108.9202847814,N/A,93704,Save the Children,Rural
Eldoret,Sanitation,Completed,100,2021-05-08,2022-01-07,123619.59571124404,N/A,52129,UNICEF,Semi-Rural
Marsabit,Road Construction,Completed,100,2020-05-31,2021-04-20,53848.74744625619,N/A,21631,Red Cross,Rural
Narok,Road Construction,Completed,100,2021-03-28,2022-02-03,309795.9010541263,N/A,49843,World Vision,Semi-Rural
Samburu,Health Clinic,Completed,100,2020-12-02,2021-01-19,265677.5142309312,N/A,35804,AMREF,Semi-Rural
Mandera,Renewable Energy,Completed,100,2021-04-16,2022-02-28,212464.69433601937,N/A,22488,CARE,Semi-Rural
Isiolo,Sanitation,Completed,100,2019-08-10,2020-01-21,419229.02523331495,N/A,97521,CARE,Rural
Taita Taveta,Community Center,Completed,100,2018-07-23,2019-05-31,106095.1332285315,N/A,23489,World Bank,Rural
Kisii,Renewable Energy,Completed,100,2019-11-19,2020-07-19,124748.37850832488,N/A,31659,ActionAid,Rural
Bomet,Renewable Energy,Completed,100,2020-09-12,2021-07-22,374816.37232362473,N/A,94060,AMREF,Semi-Rural
Nakuru,Water Supply,Completed,100,2019-12-04,2020-03-05,104811.85333385177,N/A,31408,CARE,Semi-Rural
Taita Taveta,Renewable Energy,Completed,100,2018-07-03,2019-05-21,113859.75941212014,N/A,20208,World Bank,Rural
Migori,School Construction,Completed,100,2020-09-06,2021-05-25,197935.46470571117,N/A,60750,Save the Children,Rural
Wajir,School Construction,Completed,100,2021-07-04,2022-03-19,597533.7117850047,N/A,85962,USAID,Semi-Rural
Thika,Water Supply,Completed,100,2019-07-19,2019-08-23,909565.0617667079,N/A,60917,CARE,Semi-Urban
West Pokot,Community Center,Completed,100,2020-07-18,2020-08-18,758311.7929560689,N/A,92168,ActionAid,Semi-Rural
Busia,Water Supply,Completed,100,2018-07-10,2019-03-04,251719.1329875768,N/A,34885,ActionAid,Semi-Rural
Tana River,Sanitation,Completed,100,2019-01-31,2019-11-23,383777.459933971,N/A,68007,CARE,Semi-Rural
Lamu,Sanitation,Completed,100,2020-04-24,2021-03-01,133686.5667892016,N/A,27601,CARE,Semi-Rural
Siaya,Community Center,Completed,100,2018-05-08,2018-08-19,376492.8571602274,N/A,50790,UNICEF,Semi-Rural
Nakuru,Agriculture,Completed,100,2020-08-27,2021-06-08,243180.7004968677,N/A,65767,CARE,Rural
Samburu,Sanitation,Completed,100,2020-05-26,2020-08-20,106466.43737572315,N/A,22707,ActionAid,Semi-Rural
Machakos,Road Construction,Completed,100,2019-07-11,2020-04-14,520597.7756794219,N/A,83866,Red Cross,Semi-Rural
Narok,Sanitation,Completed,100,2019-05-14,2019-12-16,784109.152734692,N/A,81300,UNICEF,Semi-Rural
Kakamega,Sanitation,Completed,100,2019-01-06,2019-02-22,192547.53420816443,N/A,52413,UNICEF,Semi-Rural
Elgeyo Marakwet,Community Center,Completed,100,2018-12-27,2019-07-02,242590.2842748359,N/A,26895,Oxfam,Rural
Siaya,Sanitation,Completed,100,2019-02-06,2019-11-07,656723.9047675868,N/A,89790,Save the Children,Rural
Marsabit,Health Clinic,Completed,100,2021-12-16,2022-10-10,373037.30448784673,N/A,79196,Oxfam,Rural
Garissa,Sanitation,Completed,100,2021-10-27,2022-06-10,56883.00474524734,N/A,25331,Oxfam,Rural
Laikipia,Water Supply,Completed,100,2018-04-17,2018-12-12,243080.9269859723,N/A,94037,World Bank,Rural
Kakamega,Road Construction,Completed,100,2018-12-02,2019-04-09,498610.43306563096,N/A,65552,World Vision,Rural
Mandera,Health Clinic,Completed,100,2018-09-12,2019-08-05,159238.1772827131,N/A,17448,UNICEF,Rural
Turkana,Road Construction,Completed,100,2021-02-21,2021-04-05,260925.69533351154,N/A,27696,World Bank,Semi-Rural
Malindi,Health Clinic,Completed,100,2020-09-16,2020-11-18,394691.9000874543,N/A,30745,Oxfam,Semi-Urban
West Pokot,Sanitation,Completed,100,2021-02-03,2021-12-04,138866.2934522667,N/A,55183,Oxfam,Rural
Mombasa,Health Clinic,Completed,100,2018-04-23,2019-03-13,747484.533036434,N/A,43829,Oxfam,Urban
Homa Bay,Water Supply,Completed,100,2018-08-09,2019-06-05,658492.2768852587,N/A,89840,AMREF,Semi-Rural
Taita Taveta,Water Supply,Completed,100,2018-07-17,2018-12-21,140036.76483032206,N/A,14365,World Vision,Semi-Rural
Garissa,Health Clinic,Completed,100,2021-02-09,2021-08-14,348988.16884011804,N/A,60949,World Bank,Rural
Nakuru,Agriculture,Completed,100,2021-08-12,2022-03-27,741215.350579911,N/A,90463,ActionAid,Semi-Rural
Kericho,Agriculture,Completed,100,2021-09-03,2022-05-02,48188.36709600832,N/A,7572,USAID,Rural
Homa Bay,Community Center,Completed,100,2021-04-11,2021-05-30,516430.2007810644,N/A,58703,CARE,Semi-Rural
Bungoma,Road Construction,Completed,100,2021-08-24,2022-05-09,355795.59578553354,N/A,80413,Save the Children,Rural
Bomet,Sanitation,Completed,100,2019-01-20,2019-06-11,300714.7559683338,N/A,71483,Red Cross,Rural
Tana River,Water Supply,Completed,100,2021-08-28,2022-01-10,718076.6905367067,N/A,75018,World Bank,Rural
Busia,School Construction,Completed,100,2021-12-23,2022-11-23,904349.5823264197,N/A,99118,CARE,Rural
Kakamega,Community Center,Completed,100,2018-11-05,2019-07-13,346691.14547206217,N/A,42430,Save the Children,Semi-Rural
Kakamega,Health Clinic,Completed,100,2021-08-09,2022-07-08,553455.3015621875,N/A,77869,Red Cross,Semi-Rural
Marsabit,School Construction,Completed,100,2019-03-01,2020-01-12,65255.652952233715,N/A,12788,USAID,Semi-Rural
Eldoret,Health Clinic,Completed,100,2020-09-30,2021-04-24,904429.1989492289,N/A,94773,USAID,Rural
Taita Taveta,Agriculture,Completed,100,2019-05-29,2020-05-11,255043.46569471338,N/A,42697,USAID,Rural
Siaya,Renewable Energy,Completed,100,2021-07-20,2021-10-03,202474.63116307737,N/A,36519,World Vision,Semi-Rural
Nakuru,Sanitation,Completed,100,2020-07-09,2021-02-23,257554.26740990102,N/A,32407,CARE,Semi-Rural
Kiambu,Community Center,Completed,100,2018-05-23,2019-01-30,405009.0973312629,N/A,44327,World Vision,Semi-Rural
West Pokot,Community Center,Completed,100,2020-07-01,2020-11-15,801453.2158663825,N/A,84949,World Vision,Semi-Rural
Malindi,Health Clinic,Completed,100,2021-10-22,2022-08-27,203075.2217343083,N/A,14771,World Vision,Semi-Urban
Kajiado,School Construction,Completed,100,2019-08-26,2020-07-15,444980.4647391809,N/A,66948,Red Cross,Semi-Rural
Machakos,School Construction,Completed,100,2021-02-15,2021-12-21,240598.76656640743,N/A,90582,Red Cross,Rural
Thika,Water Supply,Completed,100,2019-07-04,2020-05-24,1143793.1004878224,N/A,98184,ActionAid,Semi-Urban
Marsabit,Renewable Energy,Completed,100,2020-04-14,2020-11-17,330544.7957799233,N/A,58364,ActionAid,Rural
Nairobi,Renewable Energy,Completed,100,2021-06-27,2021-10-15,522889.3956510556,N/A,43874,Save the Children,Urban
Mandera,Sanitation,Completed,100,2018-01-18,2018-10-10,113752.60485333743,N/A,18416,Red Cross,Semi-Rural
Malindi,Road Construction,Completed,100,2020-01-21,2020-11-14,561242.1972950384,N/A,49409,ActionAid,Semi-Urban
Isiolo,Water Supply,Completed,100,2018-09-30,2019-07-09,438933.90460912377,N/A,64769,World Bank,Semi-Rural
Kisii,Community Center,Completed,100,2020-12-15,2021-11-04,174617.5859019644,N/A,24345,CARE,Semi-Rural
Wajir,Agriculture,Completed,100,2018-02-17,2019-01-10,512485.58955583285,N/A,77840,AMREF,Rural
Naivasha,Sanitation,Completed,100,2021-09-06,2022-03-29,1016869.9770782272,N/A,76067,AMREF,Semi-Urban
Marsabit,Health Clinic,Completed,100,2019-08-24,2020-06-21,305826.379397956,N/A,76336,UNICEF,Semi-Rural
Embu,Road Construction,Completed,100,2019-05-03,2019-11-08,171752.8713320967,N/A,36837,World Bank,Rural
Eldoret,School Construction,Completed,100,2021-04-05,2022-03-19,639154.2693400807,N/A,67366,CARE,Rural
Naivasha,Sanitation,Completed,100,2018-07-20,2019-04-06,675107.1651310553,N/A,47017,Oxfam,Semi-Urban
Nakuru,Community Center,Completed,100,2021-06-29,2022-03-07,189008.40503789773,N/A,30546,ActionAid,Semi-Rural
Elgeyo Marakwet,Health Clinic,Completed,100,2019-03-28,2019-09-11,184434.2045692502,N/A,68552,World Vision,Semi-Rural
Mandera,Sanitation,Completed,100,2020-08-30,2021-05-02,220628.09841576483,N/A,66749,AMREF,Rural
Busia,School Construction,Completed,100,2019-03-03,2019-05-03,283039.34182251396,N/A,78189,ActionAid,Rural
Kakamega,Sanitation,Completed,100,2018-10-17,2019-05-21,617331.9869448248,N/A,93794,Save the Children,Semi-Rural
Bungoma,School Construction,Completed,100,2018-07-01,2019-03-26,572810.2945503048,N/A,78505,Oxfam,Semi-Rural
Trans Nzoia,Sanitation,Ongoing,48,2019-06-15,,28091.811452791084,N/A,2839,Save the Children,Rural
Lamu,Road Construction,Completed,100,2018-06-11,2019-02-11,538815.3198171332,N/A,62405,USAID,Semi-Rural
Nakuru,School Construction,Completed,100,2020-06-27,2020-11-28,40574.00531595442,N/A,15272,ActionAid,Semi-Rural
Uasin Gishu,Agriculture,Completed,100,2021-06-23,2022-01-03,20980.565575034252,N/A,3413,AMREF,Semi-Rural
Kisumu,School Construction,Completed,100,2019-12-13,2020-04-23,914588.1850402541,N/A,65394,ActionAid,Urban
Nairobi,Road Construction,Completed,100,2020-07-18,2020-10-19,740257.170298652,N/A,62174,USAID,Urban
Kitale,Health Clinic,Completed,100,2021-04-12,2021-09-06,983787.7352726897,N/A,83095,CARE,Semi-Urban
Migori,Water Supply,Completed,100,2020-08-26,2020-10-23,413788.51532648795,N/A,54822,World Bank,Rural
Narok,Road Construction,Completed,100,2021-08-09,2022-06-28,143017.3306957318,N/A,48424,Red Cross,Rural
Kakamega,Health Clinic,Completed,100,2019-01-15,2020-01-03,722637.0930912626,N/A,84501,World Vision,Semi-Rural
Kiambu,Health Clinic,Ongoing,76,2021-01-11,,161379.09260841625,N/A,19484,World Vision,Rural
Thika,Sanitation,Completed,100,2021-08-25,2022-06-01,31620.10594456135,N/A,2803,Oxfam,Semi-Urban
Trans Nzoia,Road Construction,Completed,100,2018-11-10,2019-07-08,734955.3361177337,N/A,79564,Oxfam,Semi-Rural
Marsabit,Renewable Energy,Completed,100,2021-06-01,2022-04-19,431339.2151624296,N/A,67282,UNICEF,Semi-Rural
Samburu,Community Center,Completed,100,2020-11-06,2021-08-16,47647.347234138484,N/A,7026,World Vision,Semi-Rural
Kilifi,Community Center,Ongoing,24,2019-04-05,,58011.168624208854,N/A,14686,World Vision,Rural
Nakuru,Health Clinic,Completed,100,2021-03-31,2021-10-24,502715.68399671285,N/A,66635,Oxfam,Semi-Rural
Malindi,Community Center,Completed,100,2019-10-29,2020-03-25,973499.157733491,N/A,68825,World Vision,Semi-Urban
Nairobi,Renewable Energy,Completed,100,2019-03-11,2019-12-11,656204.9283026805,N/A,44128,ActionAid,Urban
Kwale,Renewable Energy,Completed,100,2020-01-13,2020-04-09,500006.8249684364,N/A,86737,ActionAid,Rural
Malindi,Road Construction,Completed,100,2019-07-10,2020-04-04,788094.5437200231,N/A,92558,World Vision,Semi-Urban
Tana River,Health Clinic,Completed,100,2020-10-01,2021-08-11,196989.11416936835,N/A,94948,UNICEF,Rural
Kisii,Road Construction,Completed,100,2018-12-03,2019-06-10,66892.29050185307,N/A,33323,World Vision,Semi-Rural
Nairobi,Renewable Energy,Completed,100,2020-04-23,2020-08-20,577826.137149836,N/A,52747,World Bank,Urban
Busia,School Construction,Completed,100,2018-12-17,2019-02-06,302920.4863968556,N/A,58848,CARE,Rural
Tana River,Road Construction,Completed,100,2018-07-28,2019-04-13,68176.0025004894,N/A,7564,World Bank,Rural
Tana River,Sanitation,Completed,100,2021-06-12,2021-11-24,226571.9898471842,N/A,44335,AMREF,Semi-Rural
Elgeyo Marakwet,Water Supply,Completed,100,2019-10-08,2020-08-24,95658.87448354966,N/A,34057,USAID,Rural
Samburu,Sanitation,Completed,100,2019-11-09,2020-09-23,661491.4884187453,N/A,86506,Save the Children,Semi-Rural
Nyeri,Renewable Energy,Completed,100,2019-08-27,2020-04-06,497066.09895715694,N/A,80035,Oxfam,Rural
Isiolo,Road Construction,Completed,100,2020-12-06,2021-05-28,54124.01844665085,N/A,6457,Red Cross,Rural
Elgeyo Marakwet,Health Clinic,Completed,100,2019-02-17,2019-04-24,109118.5404259883,N/A,18527,UNICEF,Rural
Kwale,Road Construction,Ongoing,69,2020-08-15,,18231.181910593295,N/A,2962,Save the Children,Semi-Rural
Samburu,Water Supply,Completed,100,2019-12-25,2020-01-31,22200.99349605882,N/A,9705,World Vision,Semi-Rural
Homa Bay,School Construction,Completed,100,2020-06-17,2020-10-29,347664.7800495506,N/A,97613,Oxfam,Rural
Trans Nzoia,Sanitation,Completed,100,2020-11-12,2021-07-27,217386.43202242785,N/A,88606,ActionAid,Semi-Rural
Wajir,Community Center,Completed,100,2018-06-07,2019-04-04,110132.12174818272,N/A,14571,USAID,Semi-Rural
Kakamega,Water Supply,Completed,100,2021-12-27,2022-03-10,243928.2157623775,N/A,49847,USAID,Rural
Tana River,Sanitation,Completed,100,2019-06-08,2019-08-21,42776.143842079495,N/A,11086,World Vision,Semi-Rural
Garissa,Water Supply,Completed,100,2019-02-14,2019-03-25,263131.241553455,N/A,35630,Oxfam,Rural
Isiolo,School Construction,Completed,100,2020-07-09,2020-09-28,25439.140793415176,N/A,3714,CARE,Rural
Migori,Community Center,Completed,100,2020-08-09,2020-12-26,216331.1275603931,N/A,43042,CARE,Semi-Rural
Turkana,Road Construction,Completed,100,2020-09-11,2021-09-08,322746.27034635,N/A,70459,AMREF,Semi-Rural
Siaya,Renewable Energy,Completed,100,2018-05-27,2019-02-14,263131.1591337017,N/A,67809,ActionAid,Rural
Eldoret,Road Construction,Completed,100,2020-10-26,2021-05-01,101572.95403688893,N/A,11487,Red Cross,Rural
