Settlement Name,Project Type,Project Completion Status,Completion Percentage,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
SET_4102,Water Supply,Completed On Time,100,24216813.820440542,Water Supply Requirement 4101,96525,IP_08,Semi Urban
SET_4103,Market Place Construction,Delayed,58,34990559.41524438,Market Place Construction Requirement 4102,94555,IP_15,Semi Urban
SET_4104,Hospital Development,Completed Behind Schedule,87,19242394.91523404,Hospital Development Requirement 4103,77033,IP_10,Semi Urban
SET_4105,Market Place Construction,Cancelled,9,37395914.65789859,Market Place Construction Requirement 4104,92869,IP_14,Semi Urban
SET_4106,School Building,Completed Behind Schedule,85,18491341.775476012,School Building Requirement 4105,48689,IP_03,Semi Rural
SET_4107,Market Place Construction,Completed Behind Schedule,98,6393218.619862085,Market Place Construction Requirement 4106,11707,IP_15,Semi Urban
SET_4108,School Building,Completed On Time,100,13909758.246078825,School Building Requirement 4107,28957,IP_01,Semi Urban
SET_4109,Hospital Development,Ongoing,32,13291929.228042234,Hospital Development Requirement 4108,49637,IP_13,Semi Urban
SET_4110,School Building,Ongoing,42,24392896.419418626,School Building Requirement 4109,54907,IP_09,Semi Urban
SET_4111,Energy,Ongoing,73,17551203.520776443,Energy Requirement 4110,45687,IP_19,Semi Urban
SET_4112,Road Construction,Stalled,16,18890540.610023282,Road Construction Requirement 4111,39684,IP_05,Semi Urban
SET_4113,School Building,Cancelled,7,18099009.22114042,School Building Requirement 4112,61161,IP_20,Urban
SET_4114,School Building,Ongoing,58,25185415.951952487,School Building Requirement 4113,47116,IP_06,Semi Urban
SET_4115,School Building,Completed On Time,100,21429230.92689339,School Building Requirement 4114,51356,IP_14,Semi Urban
SET_4116,Market Place Construction,Completed On Time,100,24770279.091944046,Market Place Construction Requirement 4115,89448,IP_18,Semi Urban
SET_4117,Market Place Construction,Delayed,59,10355603.494745648,Market Place Construction Requirement 4116,26028,IP_06,Semi Rural
SET_4118,Hospital Development,Delayed,60,23169233.935016908,Hospital Development Requirement 4117,45667,IP_13,Semi Urban
SET_4119,Road Construction,Ongoing,59,7354456.213679305,Road Construction Requirement 4118,31697,IP_20,Semi Urban
SET_4120,Water Supply,Completed Behind Schedule,94,42203094.10897574,Water Supply Requirement 4119,92705,IP_17,Urban
SET_4121,Road Construction,Stalled,20,6970343.373815029,Road Construction Requirement 4120,21032,IP_18,Semi Rural
SET_4122,Water Supply,Delayed,68,8097986.358590766,Water Supply Requirement 4121,33666,IP_14,Semi Urban
SET_4123,Hospital Development,Completed On Time,100,25303660.128041413,Hospital Development Requirement 4122,65889,IP_04,Urban
SET_4124,School Building,Ongoing,49,764336.6593818056,School Building Requirement 4123,2086,IP_08,Rural
SET_4125,Energy,Completed On Time,100,8685963.890258402,Energy Requirement 4124,23805,IP_01,Semi Urban
SET_4126,Energy,Completed On Time,100,56869750.53181933,Energy Requirement 4125,89998,IP_09,Urban
SET_4127,Hospital Development,Delayed,78,39262038.07000892,Hospital Development Requirement 4126,83617,IP_01,Urban
SET_4128,Road Construction,Cancelled,4,40277124.72543203,Road Construction Requirement 4127,71920,IP_14,Urban
SET_4129,School Building,Completed Behind Schedule,85,5434925.964261153,School Building Requirement 4128,32990,IP_09,Semi Rural
SET_4130,School Building,Stalled,36,38619719.437787294,School Building Requirement 4129,80561,IP_08,Semi Urban
SET_4131,Energy,Completed Behind Schedule,97,10446646.262955748,Energy Requirement 4130,23985,IP_18,Semi Rural
SET_4132,Water Supply,Delayed,52,19616482.2852544,Water Supply Requirement 4131,35303,IP_06,Semi Urban
SET_4133,School Building,Completed On Time,100,52815183.4633944,School Building Requirement 4132,97390,IP_10,Semi Urban
SET_4134,Water Supply,Completed On Time,100,14612578.670055427,Water Supply Requirement 4133,48141,IP_04,Semi Urban
SET_4135,Energy,Delayed,78,46151214.54112637,Energy Requirement 4134,88899,IP_03,Urban
SET_4136,Market Place Construction,Delayed,57,40870335.99795048,Market Place Construction Requirement 4135,88091,IP_12,Urban
SET_4137,Market Place Construction,Completed Behind Schedule,99,34936266.83110142,Market Place Construction Requirement 4136,70092,IP_15,Urban
SET_4138,Water Supply,Cancelled,2,29982297.508177634,Water Supply Requirement 4137,88519,IP_18,Urban
SET_4139,Water Supply,Ongoing,49,29470842.41249446,Water Supply Requirement 4138,87831,IP_06,Semi Urban
SET_4140,Hospital Development,Completed On Time,100,8782652.273492336,Hospital Development Requirement 4139,40877,IP_12,Semi Urban
SET_4141,Market Place Construction,Completed On Time,100,23108059.415190842,Market Place Construction Requirement 4140,88129,IP_04,Semi Urban
SET_4142,Road Construction,Completed Behind Schedule,89,8492588.037334248,Road Construction Requirement 4141,36539,IP_15,Semi Rural
SET_4143,Road Construction,Completed On Time,100,5269590.6023055585,Road Construction Requirement 4142,17418,IP_05,Semi Urban
SET_4144,Market Place Construction,Completed On Time,100,45232332.84232751,Market Place Construction Requirement 4143,86096,IP_19,Semi Urban
SET_4145,Road Construction,Completed On Time,100,49685252.52074078,Road Construction Requirement 4144,71958,IP_10,Urban
SET_4146,Hospital Development,Completed Behind Schedule,91,18717798.1941533,Hospital Development Requirement 4145,69514,IP_04,Urban
SET_4147,Road Construction,Completed On Time,100,38571535.695380226,Road Construction Requirement 4146,77862,IP_12,Semi Urban
SET_4148,Road Construction,Delayed,76,13801827.760098336,Road Construction Requirement 4147,26187,IP_05,Semi Urban
SET_4149,Market Place Construction,Delayed,60,42136403.52605903,Market Place Construction Requirement 4148,78510,IP_15,Urban
SET_4150,Hospital Development,Completed On Time,100,16786220.756362036,Hospital Development Requirement 4149,57221,IP_14,Semi Urban
SET_4151,Market Place Construction,Delayed,72,7613214.561545609,Market Place Construction Requirement 4150,31508,IP_06,Semi Rural
SET_4152,Hospital Development,Completed On Time,100,48107001.199845895,Hospital Development Requirement 4151,87132,IP_05,Urban
SET_4153,Road Construction,Delayed,77,27663880.849909164,Road Construction Requirement 4152,68799,IP_06,Urban
SET_4154,Hospital Development,Completed Behind Schedule,99,36346588.03696906,Hospital Development Requirement 4153,79208,IP_18,Urban
SET_4155,Road Construction,Delayed,72,451331.0735995546,Road Construction Requirement 4154,1707,IP_14,Rural
SET_4156,Water Supply,Delayed,62,25764040.140121277,Water Supply Requirement 4155,52716,IP_05,Urban
SET_4157,Hospital Development,Cancelled,18,8942703.521617554,Hospital Development Requirement 4156,17802,IP_07,Semi Urban
SET_4158,Hospital Development,Ongoing,75,44950822.24458843,Hospital Development Requirement 4157,83169,IP_16,Semi Urban
SET_4159,Energy,Ongoing,61,25874786.45336488,Energy Requirement 4158,72504,IP_15,Semi Urban
SET_4160,Hospital Development,Completed On Time,100,39885336.44954995,Hospital Development Requirement 4159,85124,IP_11,Urban
SET_4161,Road Construction,Completed On Time,100,24715660.994000416,Road Construction Requirement 4160,51450,IP_08,Urban
SET_4162,Water Supply,Cancelled,6,37816661.871712044,Water Supply Requirement 4161,80619,IP_06,Semi Urban
SET_4163,Road Construction,Completed On Time,100,11776777.006773792,Road Construction Requirement 4162,40760,IP_10,Semi Rural
SET_4164,School Building,Completed Behind Schedule,96,34663176.63599705,School Building Requirement 4163,51203,IP_05,Urban
SET_4165,Market Place Construction,Completed Behind Schedule,97,20121694.90586792,Market Place Construction Requirement 4164,57980,IP_14,Semi Urban
SET_4166,Market Place Construction,Cancelled,7,767446.335038335,Market Place Construction Requirement 4165,4769,IP_12,Rural
SET_4167,Market Place Construction,Completed Behind Schedule,90,17963604.67463289,Market Place Construction Requirement 4166,67590,IP_11,Semi Urban
SET_4168,School Building,Stalled,20,796079.2165068554,School Building Requirement 4167,1503,IP_18,Semi Rural
SET_4169,Water Supply,Delayed,75,31992308.098759525,Water Supply Requirement 4168,67712,IP_01,Urban
SET_4170,Road Construction,Ongoing,63,23625588.412819568,Road Construction Requirement 4169,60214,IP_16,Urban
SET_4171,Market Place Construction,Ongoing,33,24481277.148392905,Market Place Construction Requirement 4170,96155,IP_15,Urban
SET_4172,Market Place Construction,Completed On Time,100,27269348.4935946,Market Place Construction Requirement 4171,66441,IP_09,Semi Urban
SET_4173,Market Place Construction,Completed On Time,100,38524813.88201984,Market Place Construction Requirement 4172,87208,IP_12,Urban
SET_4174,Hospital Development,Completed On Time,100,37435213.58895973,Hospital Development Requirement 4173,87365,IP_12,Semi Urban
SET_4175,Hospital Development,Ongoing,46,18681563.85370931,Hospital Development Requirement 4174,73690,IP_20,Semi Urban
SET_4176,Market Place Construction,Completed Behind Schedule,83,14012611.124632,Market Place Construction Requirement 4175,34264,IP_14,Semi Urban
SET_4177,School Building,Ongoing,30,10067403.96181303,School Building Requirement 4176,17549,IP_07,Semi Urban
SET_4178,School Building,Ongoing,67,24950644.542131945,School Building Requirement 4177,85093,IP_08,Semi Urban
SET_4179,Energy,Completed On Time,100,33873880.646583356,Energy Requirement 4178,69838,IP_03,Semi Urban
SET_4180,School Building,Delayed,69,14657182.472781867,School Building Requirement 4179,32461,IP_03,Semi Urban
SET_4181,Water Supply,Ongoing,47,16235917.824441014,Water Supply Requirement 4180,46040,IP_18,Semi Urban
SET_4182,Energy,Completed On Time,100,798271.210404511,Energy Requirement 4181,5247,IP_17,Rural
SET_4183,School Building,Completed On Time,100,13489921.23085893,School Building Requirement 4182,45549,IP_10,Semi Urban
SET_4184,Road Construction,Ongoing,56,648407.5045107935,Road Construction Requirement 4183,3023,IP_04,Rural
SET_4185,Road Construction,Completed Behind Schedule,86,1100927.3459654166,Road Construction Requirement 4184,4474,IP_07,Semi Rural
SET_4186,Energy,Ongoing,35,28851947.27083067,Energy Requirement 4185,58083,IP_17,Semi Urban
SET_4187,Hospital Development,Completed Behind Schedule,81,34007395.691200085,Hospital Development Requirement 4186,55139,IP_05,Semi Urban
SET_4188,Road Construction,Completed Behind Schedule,86,10317493.664396975,Road Construction Requirement 4187,30921,IP_02,Semi Rural
SET_4189,Market Place Construction,Completed On Time,100,41121760.99674981,Market Place Construction Requirement 4188,95647,IP_07,Urban
SET_4190,Energy,Delayed,68,2535773.944032516,Energy Requirement 4189,12167,IP_13,Semi Rural
SET_4191,Water Supply,Completed On Time,100,7241697.95005108,Water Supply Requirement 4190,25747,IP_15,Semi Urban
SET_4192,Road Construction,Delayed,64,7626923.743711614,Road Construction Requirement 4191,32343,IP_09,Semi Urban
SET_4193,Market Place Construction,Ongoing,50,5771623.16710933,Market Place Construction Requirement 4192,23742,IP_18,Semi Rural
SET_4194,Hospital Development,Delayed,59,56573413.08002245,Hospital Development Requirement 4193,93045,IP_02,Urban
SET_4195,Energy,Completed Behind Schedule,83,18571706.25995002,Energy Requirement 4194,76333,IP_01,Semi Urban
SET_4196,Road Construction,Completed Behind Schedule,85,5219641.310980085,Road Construction Requirement 4195,13045,IP_12,Semi Urban
SET_4197,School Building,Completed Behind Schedule,83,6319654.255449312,School Building Requirement 4196,29031,IP_08,Semi Urban
SET_4198,Market Place Construction,Stalled,37,12611694.388473785,Market Place Construction Requirement 4197,32314,IP_12,Semi Urban
SET_4199,School Building,Ongoing,68,1118264.6420108918,School Building Requirement 4198,4659,IP_04,Semi Rural
SET_4200,School Building,Ongoing,57,1246178.019146772,School Building Requirement 4199,6413,IP_06,Rural
SET_4201,Water Supply,Completed Behind Schedule,87,7716371.2207428245,Water Supply Requirement 4200,15962,IP_20,Semi Rural
SET_4202,Road Construction,Completed Behind Schedule,81,29600288.813710496,Road Construction Requirement 4201,67856,IP_18,Urban
SET_4203,Hospital Development,Delayed,77,17229915.107161302,Hospital Development Requirement 4202,47415,IP_05,Semi Urban
SET_4204,Road Construction,Completed On Time,100,2551287.6473307055,Road Construction Requirement 4203,12674,IP_15,Semi Rural
SET_4205,School Building,Ongoing,58,39416088.686057605,School Building Requirement 4204,70159,IP_10,Urban
SET_4206,Water Supply,Cancelled,6,29722811.892246846,Water Supply Requirement 4205,71114,IP_03,Urban
SET_4207,Water Supply,Completed On Time,100,27630993.12766765,Water Supply Requirement 4206,54050,IP_06,Semi Urban
SET_4208,School Building,Completed On Time,100,26499519.697821036,School Building Requirement 4207,44211,IP_10,Semi Urban
SET_4209,Hospital Development,Completed On Time,100,20363130.222032428,Hospital Development Requirement 4208,43956,IP_14,Semi Rural
SET_4210,Energy,Completed On Time,100,38783622.85610968,Energy Requirement 4209,70581,IP_10,Urban
SET_4211,Water Supply,Completed On Time,100,4632958.152021559,Water Supply Requirement 4210,21442,IP_19,Semi Rural
SET_4212,Water Supply,Completed Behind Schedule,90,1782783.4126167775,Water Supply Requirement 4211,8940,IP_04,Rural
SET_4213,Hospital Development,Ongoing,47,33468985.043835998,Hospital Development Requirement 4212,97031,IP_01,Semi Urban
SET_4214,Hospital Development,Ongoing,41,1995977.5250805195,Hospital Development Requirement 4213,8537,IP_12,Semi Rural
SET_4215,Market Place Construction,Delayed,79,19667090.852613278,Market Place Construction Requirement 4214,65043,IP_14,Semi Urban
SET_4216,School Building,Completed On Time,100,33529526.85815458,School Building Requirement 4215,66258,IP_19,Urban
SET_4217,School Building,Ongoing,60,7201723.848414239,School Building Requirement 4216,21520,IP_13,Semi Rural
SET_4218,Energy,Completed Behind Schedule,97,20636222.64137009,Energy Requirement 4217,59087,IP_17,Semi Urban
SET_4219,Water Supply,Ongoing,56,8867819.26351443,Water Supply Requirement 4218,29129,IP_06,Semi Rural
SET_4220,School Building,Ongoing,59,748656.6525075311,School Building Requirement 4219,5349,IP_16,Rural
SET_4221,Road Construction,Completed On Time,100,4840912.3599434355,Road Construction Requirement 4220,12223,IP_07,Semi Urban
SET_4222,Road Construction,Completed Behind Schedule,89,31916269.52956098,Road Construction Requirement 4221,75038,IP_14,Urban
SET_4223,Water Supply,Completed Behind Schedule,88,13656518.9382642,Water Supply Requirement 4222,38988,IP_08,Semi Rural
SET_4224,Road Construction,Completed On Time,100,41209213.18616284,Road Construction Requirement 4223,78163,IP_03,Semi Urban
SET_4225,Road Construction,Completed On Time,100,11970739.761869637,Road Construction Requirement 4224,34094,IP_03,Semi Urban
SET_4226,Water Supply,Delayed,52,26233966.33501829,Water Supply Requirement 4225,56753,IP_03,Semi Urban
SET_4227,Water Supply,Delayed,63,24694540.92193394,Water Supply Requirement 4226,63904,IP_10,Semi Urban
SET_4228,Market Place Construction,Completed On Time,100,9768820.777508928,Market Place Construction Requirement 4227,31832,IP_10,Semi Urban
SET_4229,Energy,Completed On Time,100,30197774.024044264,Energy Requirement 4228,62264,IP_19,Semi Urban
SET_4230,School Building,Delayed,70,3746964.7669368307,School Building Requirement 4229,10603,IP_07,Semi Rural
SET_4231,Market Place Construction,Ongoing,42,10063133.934429219,Market Place Construction Requirement 4230,27943,IP_07,Semi Rural
SET_4232,Water Supply,Completed On Time,100,6516574.431181298,Water Supply Requirement 4231,16211,IP_09,Semi Urban
SET_4233,School Building,Completed Behind Schedule,91,50164193.85147201,School Building Requirement 4232,84238,IP_19,Semi Urban
SET_4234,Water Supply,Stalled,36,23767221.45767767,Water Supply Requirement 4233,51476,IP_01,Urban
SET_4235,Hospital Development,Cancelled,19,15475265.633479731,Hospital Development Requirement 4234,29724,IP_09,Semi Urban
SET_4236,Hospital Development,Delayed,60,11076414.516185682,Hospital Development Requirement 4235,49853,IP_14,Semi Urban
SET_4237,Market Place Construction,Ongoing,48,55605087.19009564,Market Place Construction Requirement 4236,83945,IP_08,Urban
SET_4238,Market Place Construction,Ongoing,72,1872977.0864670256,Market Place Construction Requirement 4237,7859,IP_04,Semi Rural
SET_4239,School Building,Cancelled,8,10215345.635662876,School Building Requirement 4238,24054,IP_01,Semi Urban
SET_4240,Road Construction,Delayed,62,23539618.50628227,Road Construction Requirement 4239,63438,IP_14,Semi Urban
SET_4241,Energy,Completed Behind Schedule,98,48620223.300126255,Energy Requirement 4240,99989,IP_07,Urban
SET_4242,Water Supply,Completed Behind Schedule,82,19053617.928038884,Water Supply Requirement 4241,38853,IP_05,Semi Urban
SET_4243,Market Place Construction,Completed On Time,100,2966332.597531158,Market Place Construction Requirement 4242,15932,IP_04,Semi Rural
SET_4244,Market Place Construction,Completed On Time,100,25503577.1825341,Market Place Construction Requirement 4243,70141,IP_16,Semi Urban
SET_4245,Energy,Delayed,70,10588757.350588325,Energy Requirement 4244,32848,IP_20,Semi Urban
SET_4246,Market Place Construction,Ongoing,42,9089264.358415678,Market Place Construction Requirement 4245,33037,IP_18,Semi Rural
SET_4247,Hospital Development,Completed On Time,100,6096440.611289801,Hospital Development Requirement 4246,16762,IP_19,Semi Urban
SET_4248,Road Construction,Completed On Time,100,21216378.257577475,Road Construction Requirement 4247,49978,IP_15,Semi Rural
SET_4249,Road Construction,Ongoing,48,19566331.857258014,Road Construction Requirement 4248,48791,IP_17,Semi Urban
SET_4250,Market Place Construction,Delayed,72,27852268.47107435,Market Place Construction Requirement 4249,94392,IP_07,Urban
SET_4251,Water Supply,Completed On Time,100,45724727.75195928,Water Supply Requirement 4250,78237,IP_20,Urban
SET_4252,Water Supply,Stalled,13,21056530.296391133,Water Supply Requirement 4251,43621,IP_16,Semi Urban
SET_4253,Road Construction,Ongoing,56,51431322.9773739,Road Construction Requirement 4252,74484,IP_15,Urban
SET_4254,Market Place Construction,Ongoing,47,58337214.91539664,Market Place Construction Requirement 4253,92602,IP_13,Semi Urban
SET_4255,Water Supply,Delayed,76,23206101.13306137,Water Supply Requirement 4254,72605,IP_06,Urban
SET_4256,Hospital Development,Delayed,76,39790274.657085836,Hospital Development Requirement 4255,69575,IP_10,Semi Urban
SET_4257,Water Supply,Stalled,27,739438.5178827805,Water Supply Requirement 4256,3487,IP_16,Rural
SET_4258,School Building,Ongoing,45,298574.3158532759,School Building Requirement 4257,2191,IP_15,Rural
SET_4259,School Building,Ongoing,62,7297051.291653805,School Building Requirement 4258,29992,IP_18,Semi Rural
SET_4260,Water Supply,Ongoing,56,10658876.796189275,Water Supply Requirement 4259,22220,IP_01,Semi Urban
SET_4261,Water Supply,Completed On Time,100,41337719.013395794,Water Supply Requirement 4260,75045,IP_11,Semi Urban
SET_4262,Road Construction,Ongoing,42,30430095.10964142,Road Construction Requirement 4261,66309,IP_15,Urban
SET_4263,Market Place Construction,Completed On Time,100,17429328.311168447,Market Place Construction Requirement 4262,59087,IP_12,Urban
SET_4264,Market Place Construction,Completed On Time,100,1636103.5625400806,Market Place Construction Requirement 4263,6617,IP_06,Semi Rural
SET_4265,Road Construction,Delayed,54,36394199.305591,Road Construction Requirement 4264,92822,IP_10,Semi Urban
SET_4266,School Building,Completed Behind Schedule,84,10654201.38179636,School Building Requirement 4265,25644,IP_15,Semi Rural
SET_4267,Water Supply,Delayed,76,11986803.537402159,Water Supply Requirement 4266,25761,IP_03,Semi Rural
SET_4268,School Building,Delayed,55,34642513.61256226,School Building Requirement 4267,83847,IP_01,Semi Urban
SET_4269,Road Construction,Stalled,15,11627971.477848249,Road Construction Requirement 4268,27314,IP_19,Semi Urban
SET_4270,School Building,Completed On Time,100,37058880.61379134,School Building Requirement 4269,59737,IP_08,Urban
SET_4271,Energy,Completed On Time,100,12967609.246792112,Energy Requirement 4270,21783,IP_07,Semi Urban
SET_4272,School Building,Ongoing,79,15945919.33594704,School Building Requirement 4271,34646,IP_05,Semi Urban
SET_4273,Water Supply,Ongoing,38,28216552.44184174,Water Supply Requirement 4272,74114,IP_03,Semi Urban
SET_4274,Energy,Completed Behind Schedule,98,12942598.172656642,Energy Requirement 4273,34258,IP_06,Semi Urban
SET_4275,Market Place Construction,Ongoing,79,11346976.491253188,Market Place Construction Requirement 4274,27076,IP_05,Semi Rural
SET_4276,Market Place Construction,Completed On Time,100,46421233.63160902,Market Place Construction Requirement 4275,74866,IP_18,Urban
SET_4277,Hospital Development,Delayed,71,25853713.578236766,Hospital Development Requirement 4276,61484,IP_13,Urban
SET_4278,Market Place Construction,Completed On Time,100,16702242.905802526,Market Place Construction Requirement 4277,64828,IP_15,Semi Urban
SET_4279,Market Place Construction,Completed Behind Schedule,87,23380535.64073156,Market Place Construction Requirement 4278,83002,IP_01,Urban
SET_4280,Hospital Development,Ongoing,58,15566872.933612913,Hospital Development Requirement 4279,48133,IP_11,Semi Urban
SET_4281,Road Construction,Ongoing,67,6565759.274145342,Road Construction Requirement 4280,35846,IP_05,Semi Rural
SET_4282,Water Supply,Ongoing,47,4527723.684568089,Water Supply Requirement 4281,17966,IP_11,Semi Rural
SET_4283,Energy,Delayed,61,1561735.776332465,Energy Requirement 4282,6363,IP_04,Rural
SET_4284,Hospital Development,Completed Behind Schedule,94,35357227.93871254,Hospital Development Requirement 4283,94250,IP_18,Semi Urban
SET_4285,Water Supply,Ongoing,46,602017.9600060822,Water Supply Requirement 4284,4796,IP_07,Rural
SET_4286,Energy,Ongoing,40,20071182.6941467,Energy Requirement 4285,68253,IP_20,Urban
SET_4287,Energy,Stalled,38,9346925.424663372,Energy Requirement 4286,20600,IP_12,Semi Urban
SET_4288,Water Supply,Ongoing,40,787141.4712837046,Water Supply Requirement 4287,2337,IP_04,Rural
SET_4289,School Building,Completed On Time,100,7378984.234905321,School Building Requirement 4288,17214,IP_06,Semi Urban
SET_4290,Market Place Construction,Stalled,11,24806325.053708263,Market Place Construction Requirement 4289,53398,IP_07,Urban
SET_4291,Road Construction,Completed On Time,100,44331742.69690113,Road Construction Requirement 4290,76234,IP_19,Semi Urban
SET_4292,Road Construction,Completed Behind Schedule,98,22449712.823491774,Road Construction Requirement 4291,71457,IP_10,Semi Urban
SET_4293,School Building,Delayed,79,11306771.191221675,School Building Requirement 4292,28679,IP_02,Semi Rural
SET_4294,Road Construction,Delayed,52,4567155.504252411,Road Construction Requirement 4293,13101,IP_07,Semi Urban
SET_4295,Energy,Delayed,76,9368609.883018311,Energy Requirement 4294,14783,IP_15,Semi Urban
SET_4296,Energy,Completed On Time,100,33429750.24351857,Energy Requirement 4295,67722,IP_03,Semi Urban
SET_4297,Hospital Development,Completed On Time,100,51776665.339691795,Hospital Development Requirement 4296,83439,IP_15,Urban
SET_4298,Hospital Development,Completed On Time,100,6252996.252808127,Hospital Development Requirement 4297,37798,IP_18,Semi Rural
SET_4299,Water Supply,Completed Behind Schedule,87,13163004.346575351,Water Supply Requirement 4298,31893,IP_05,Semi Urban
SET_4300,School Building,Ongoing,33,9781893.4166024,School Building Requirement 4299,24753,IP_15,Semi Urban
SET_4301,School Building,Delayed,76,19543353.225761596,School Building Requirement 4300,86108,IP_17,Semi Urban
SET_4302,Hospital Development,Completed On Time,100,2280343.3779374,Hospital Development Requirement 4301,6217,IP_17,Rural
SET_4303,Water Supply,Delayed,55,18487097.970801048,Water Supply Requirement 4302,50953,IP_10,Semi Urban
SET_4304,Water Supply,Delayed,70,6733138.836807758,Water Supply Requirement 4303,22642,IP_09,Semi Rural
SET_4305,Market Place Construction,Completed On Time,100,33630509.54464257,Market Place Construction Requirement 4304,97016,IP_06,Urban
SET_4306,Road Construction,Completed Behind Schedule,94,16145628.173511233,Road Construction Requirement 4305,46192,IP_14,Semi Urban
SET_4307,Market Place Construction,Completed On Time,100,7561285.400179578,Market Place Construction Requirement 4306,20629,IP_20,Semi Urban
SET_4308,School Building,Completed On Time,100,17452423.61420909,School Building Requirement 4307,41928,IP_05,Semi Rural
SET_4309,Market Place Construction,Stalled,21,523444.643327503,Market Place Construction Requirement 4308,1844,IP_07,Semi Rural
SET_4310,Road Construction,Completed On Time,100,39013008.69405568,Road Construction Requirement 4309,62001,IP_07,Urban
SET_4311,Water Supply,Ongoing,79,29350217.75999105,Water Supply Requirement 4310,80468,IP_13,Urban
SET_4312,Water Supply,Completed Behind Schedule,80,53274438.07449447,Water Supply Requirement 4311,95365,IP_17,Semi Urban
SET_4313,School Building,Stalled,37,8731749.141823294,School Building Requirement 4312,18211,IP_17,Semi Urban
SET_4314,Energy,Ongoing,40,34301010.771027595,Energy Requirement 4313,71280,IP_07,Semi Urban
SET_4315,Market Place Construction,Ongoing,64,17004813.967286445,Market Place Construction Requirement 4314,61982,IP_13,Semi Urban
SET_4316,Water Supply,Stalled,32,6044054.736610945,Water Supply Requirement 4315,20367,IP_05,Semi Rural
SET_4317,Hospital Development,Delayed,64,40429978.47371955,Hospital Development Requirement 4316,70524,IP_11,Urban
SET_4318,Energy,Completed Behind Schedule,93,11403760.350687953,Energy Requirement 4317,46534,IP_11,Semi Rural
SET_4319,Water Supply,Ongoing,77,13324315.94566136,Water Supply Requirement 4318,40978,IP_16,Semi Urban
SET_4320,Hospital Development,Ongoing,56,24738067.283079706,Hospital Development Requirement 4319,65618,IP_13,Urban
SET_4321,Energy,Delayed,61,25585881.673389807,Energy Requirement 4320,53633,IP_18,Semi Urban
SET_4322,Hospital Development,Ongoing,56,14970297.655514374,Hospital Development Requirement 4321,38648,IP_05,Semi Urban
SET_4323,Energy,Completed On Time,100,13864949.199783888,Energy Requirement 4322,38985,IP_07,Semi Urban
SET_4324,Water Supply,Cancelled,12,2787884.685379649,Water Supply Requirement 4323,11864,IP_15,Semi Urban
SET_4325,School Building,Ongoing,77,34596570.614771545,School Building Requirement 4324,61293,IP_20,Urban
SET_4326,Water Supply,Completed Behind Schedule,92,18765805.296055064,Water Supply Requirement 4325,45327,IP_14,Semi Urban
SET_4327,Road Construction,Delayed,71,9396389.387997597,Road Construction Requirement 4326,42882,IP_03,Semi Rural
SET_4328,Road Construction,Ongoing,61,38559749.3080619,Road Construction Requirement 4327,63834,IP_09,Urban
SET_4329,Market Place Construction,Cancelled,18,20358631.846324958,Market Place Construction Requirement 4328,49522,IP_01,Semi Urban
SET_4330,Energy,Ongoing,36,51616828.735565305,Energy Requirement 4329,87300,IP_10,Urban
SET_4331,Water Supply,Ongoing,67,15396304.075445194,Water Supply Requirement 4330,35318,IP_02,Semi Urban
SET_4332,Water Supply,Completed On Time,100,44377282.87377306,Water Supply Requirement 4331,94688,IP_14,Semi Urban
SET_4333,Water Supply,Ongoing,44,30882468.642470334,Water Supply Requirement 4332,78425,IP_02,Urban
SET_4334,Road Construction,Completed On Time,100,42382131.72038961,Road Construction Requirement 4333,80086,IP_04,Urban
SET_4335,School Building,Completed Behind Schedule,87,25851660.92407931,School Building Requirement 4334,73587,IP_06,Semi Urban
SET_4336,Energy,Completed On Time,100,10973187.583074596,Energy Requirement 4335,37836,IP_20,Semi Rural
SET_4337,Energy,Completed Behind Schedule,91,26535103.516321756,Energy Requirement 4336,81272,IP_06,Semi Urban
SET_4338,School Building,Completed On Time,100,29602024.035482783,School Building Requirement 4337,57108,IP_05,Urban
SET_4339,Water Supply,Completed Behind Schedule,99,1650967.1054474516,Water Supply Requirement 4338,4747,IP_02,Rural
SET_4340,Market Place Construction,Delayed,72,4016881.5240779514,Market Place Construction Requirement 4339,9963,IP_02,Semi Rural
SET_4341,School Building,Completed On Time,100,12015956.33686596,School Building Requirement 4340,48232,IP_11,Semi Urban
SET_4342,Energy,Completed On Time,100,6002680.493429789,Energy Requirement 4341,20202,IP_18,Semi Rural
SET_4343,Water Supply,Completed Behind Schedule,86,1382864.6110261404,Water Supply Requirement 4342,5590,IP_10,Rural
SET_4344,Hospital Development,Stalled,37,47808467.531375155,Hospital Development Requirement 4343,93254,IP_15,Semi Urban
SET_4345,School Building,Ongoing,79,45335006.12806199,School Building Requirement 4344,95453,IP_05,Urban
SET_4346,Road Construction,Delayed,71,18747568.28432222,Road Construction Requirement 4345,56665,IP_19,Urban
SET_4347,Market Place Construction,Completed On Time,100,5208076.069843918,Market Place Construction Requirement 4346,12882,IP_08,Semi Urban
SET_4348,Road Construction,Ongoing,38,34643216.796296895,Road Construction Requirement 4347,76412,IP_10,Urban
SET_4349,Hospital Development,Delayed,73,32602838.02427676,Hospital Development Requirement 4348,81615,IP_14,Urban
SET_4350,Energy,Completed On Time,100,21873185.62604819,Energy Requirement 4349,43502,IP_07,Semi Rural
